movie_title,movie_imdb_link,color,genre_4,duration,gross,genre_1,genre_2,genre_3,num_voted_users,facenumber_in_poster,language,country,content_rating,title_year,imdb_score
March of the Penguins ,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,Color,,80.0,77413017.0,Documentary,,,45984,0,French,France,G,2005.0,7.6
Maximum Risk ,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,Color,Romance,101.0,,Action,Crime,Mystery,15814,1,English,USA,R,1996.0,5.4
The Crew ,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,Color,,88.0,,Comedy,Crime,,3914,4,English,USA,PG-13,2000.0,5.6
Inherent Vice ,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,Color,Mystery,148.0,,Comedy,Crime,Drama,61935,0,English,USA,R,2014.0,6.7
Chain of Command ,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,Color,,88.0,,Action,Thriller,,801,3,English,USA,R,2015.0,3.5
Jack and Jill ,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,Color,,91.0,74158157.0,Comedy,,,60370,2,English,USA,PG,2011.0,3.4
Minority Report ,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,Color,Thriller,145.0,132014112.0,Action,Mystery,Sci-Fi,399651,0,English,USA,PG-13,2002.0,7.7
CJ7 ,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,Color,,86.0,206678.0,Comedy,Family,Sci-Fi,11391,1,Cantonese,Hong Kong,PG,2008.0,6.5
A Good Year ,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,Color,,117.0,7458269.0,Comedy,Drama,Romance,70698,1,English,USA,PG-13,2006.0,6.9
Changeling ,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,Color,Thriller,141.0,,Crime,Drama,Mystery,199056,0,English,USA,R,2008.0,7.8
Bachelorette ,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1,Color,,87.0,418268.0,Comedy,Romance,,37156,3,English,USA,R,2012.0,5.3
Saw ,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,Color,,103.0,55153403.0,Horror,Mystery,Thriller,299127,0,English,USA,R,2004.0,7.7
American Psycho ,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,Color,,102.0,15047419.0,Crime,Drama,,357275,1,English,USA,R,2000.0,7.6
Imagine Me & You ,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,Romance,23023,0,English,UK,R,2005.0,6.9
Valentine ,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,Color,,96.0,20384136.0,Horror,Mystery,Thriller,20467,1,English,USA,R,2001.0,4.7
Fascination ,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,Color,,103.0,,Mystery,Romance,Thriller,1207,0,English,Germany,R,2004.0,3.3
Gentlemen Broncos ,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,Color,,89.0,,Adventure,Comedy,Sci-Fi,9006,7,English,USA,PG-13,2009.0,6.1
Pet Sematary ,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,Color,,103.0,57469179.0,Fantasy,Horror,,63855,0,English,USA,R,1989.0,6.6
In Time ,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,Color,,109.0,,Action,Sci-Fi,Thriller,304318,2,English,USA,PG-13,2011.0,6.7
"I, Robot ",http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,Color,Thriller,115.0,,Action,Mystery,Sci-Fi,387632,1,English,USA,PG-13,2004.0,7.1
The Producers ,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,Color,,134.0,,Comedy,Musical,,35140,3,English,USA,PG-13,2005.0,6.4
Bridge to Terabithia ,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,Color,Fantasy,96.0,,Adventure,Drama,Family,110390,3,English,USA,PG,2007.0,7.2
The Hills Have Eyes ,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,Color,,108.0,,Horror,,,129719,0,English,USA,R,2006.0,6.4
Flight ,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,Color,,138.0,93749203.0,Drama,Thriller,,264047,0,English,USA,R,2012.0,7.3
The Great Gatsby ,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,Color,,143.0,,Drama,Romance,,362933,4,English,Australia,PG-13,2013.0,7.3
Anonymous ,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,Color,,130.0,4463292.0,Drama,History,Thriller,34488,3,English,UK,PG-13,2011.0,6.9
Independence Day ,http://www.imdb.com/title/tt0116629/?ref_=fn_tt_tt_1,Color,,154.0,,Action,Adventure,Sci-Fi,430055,0,English,USA,PG-13,1996.0,6.9
Gone with the Wind ,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,Color,War,226.0,198655278.0,Drama,History,Romance,215340,1,English,USA,G,1939.0,8.2
The Big Short ,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,Color,History,130.0,,Biography,Comedy,Drama,182983,4,English,USA,R,2015.0,7.8
Enter the Dangerous Mind ,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,Color,,88.0,,Thriller,,,704,0,English,USA,,2013.0,5.2
The Usual Suspects ,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,Color,Thriller,106.0,,Crime,Drama,Mystery,740918,4,English,USA,R,1995.0,8.6
Strange Wilderness ,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,Color,,87.0,,Adventure,Comedy,,18571,4,English,USA,R,2008.0,5.3
Central Station ,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,Color,,113.0,,Drama,,,28951,0,Portuguese,Brazil,R,1998.0,8.0
The Punisher ,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,Color,Thriller,140.0,33682273.0,Action,Crime,Drama,124242,1,English,USA,R,2004.0,6.5
Mo' Better Blues ,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,Color,,129.0,,Drama,Music,Romance,8295,1,English,USA,R,1990.0,6.5
American Desi ,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,Color,,100.0,902835.0,Comedy,Drama,Romance,1489,2,English,USA,Unrated,2001.0,6.7
Ghost Dog: The Way of the Samurai ,http://www.imdb.com/title/tt0165798/?ref_=fn_tt_tt_1,Color,Thriller,116.0,3300230.0,Action,Crime,Drama,70084,1,English,France,R,1999.0,7.5
Step Brothers ,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,Color,,106.0,100468793.0,Comedy,,,212499,2,English,USA,R,2008.0,6.9
American Beauty ,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,Color,,122.0,130058047.0,Drama,,,822500,0,English,USA,R,1999.0,8.4
Pink Flamingos ,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,Color,,108.0,,Comedy,Crime,Horror,16792,2,English,USA,NC-17,1972.0,6.1
Forsaken ,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,Color,,90.0,,Drama,Western,,4693,1,English,Canada,R,2015.0,6.3
Stargate SG-1             ,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,Color,Sci-Fi,44.0,,Action,Adventure,Drama,63982,4,English,USA,TV-14,,8.4
Legend of Kung Fu Rabbit ,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,Color,Comedy,89.0,,Action,Adventure,Animation,408,0,Mandarin,China,PG,2011.0,3.2
Promised Land ,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,Color,,106.0,,Drama,,,30284,1,English,USA,R,2012.0,6.6
Tinker Tailor Soldier Spy ,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,Color,,127.0,,Drama,Mystery,Thriller,149066,1,English,France,R,2011.0,7.1
Freeheld ,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,Color,,103.0,,Biography,Drama,Romance,5863,0,English,USA,PG-13,2015.0,6.5
Eraserhead ,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1, Black and White,,89.0,,Fantasy,Horror,Sci-Fi,69831,1,English,USA,Unrated,1977.0,7.4
The Broken Hearts Club: A Romantic Comedy ,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,Color,Sport,94.0,,Comedy,Drama,Romance,6084,1,English,USA,R,2000.0,7.0
The Warlords ,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,Color,Romance,113.0,128978.0,Action,Drama,History,22897,2,Mandarin,Hong Kong,R,2007.0,7.1
The Wackness ,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,Color,,99.0,,Comedy,Drama,Romance,27266,2,English,USA,R,2008.0,7.0
Lake Mungo ,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,Color,Thriller,89.0,,Drama,Horror,Mystery,9465,0,English,Australia,R,2008.0,6.1
Unforgettable             ,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,,,60.0,,Drama,Mystery,,12854,1,,USA,,,6.7
30 Days of Night ,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,Color,,113.0,39568996.0,Horror,,,138435,0,English,USA,R,2007.0,6.6
Zambezia ,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,Color,Family,83.0,,Adventure,Animation,Comedy,5203,0,English,South Africa,G,2012.0,5.8
Syriana ,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,Color,,128.0,,Drama,Thriller,,109188,0,English,USA,R,2005.0,7.0
Now Is Good ,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,Color,,103.0,,Drama,Romance,,26863,3,English,UK,PG-13,2012.0,7.2
Saint John of Las Vegas ,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,Color,,85.0,,Comedy,Drama,,2522,1,English,USA,R,2009.0,5.8
The Big Tease ,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,Color,,86.0,,Comedy,,,2133,1,English,UK,R,1999.0,6.3
Drive Angry ,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,Color,,104.0,10706786.0,Action,Fantasy,Thriller,81800,1,English,USA,R,2011.0,5.5
Captive ,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,Color,,97.0,,Crime,Drama,Thriller,3911,1,English,USA,PG-13,2015.0,5.3
Arachnophobia ,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,Color,Thriller,103.0,53133888.0,Comedy,Fantasy,Horror,50389,0,English,USA,PG-13,1990.0,6.3
The Lucky One ,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,Color,,101.0,,Drama,Romance,,76882,0,English,USA,PG-13,2012.0,6.5
La Famille Bélier ,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,Color,,106.0,,Comedy,Drama,Music,15060,4,French,France,,2014.0,7.4
Unnatural ,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1,Color,,89.0,,Action,Horror,Thriller,859,0,English,USA,R,2015.0,4.0
The Boss ,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,Color,,99.0,63034755.0,Comedy,,,16984,1,English,USA,R,2016.0,5.3
Big Momma's House 2 ,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,Color,,99.0,,Comedy,Crime,,31968,0,English,USA,PG-13,2006.0,4.6
The Brain That Sings ,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,Color,,62.0,,Documentary,Family,,18,1,Arabic,United Arab Emirates,,2013.0,8.2
Roger & Me ,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,Color,,91.0,,Documentary,,,22800,0,English,USA,R,1989.0,7.5
Trash ,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,Color,Mystery,114.0,,Adventure,Crime,Drama,14437,0,Portuguese,UK,R,2014.0,7.2
Wing Commander ,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,Color,,100.0,11576087.0,Action,Adventure,Sci-Fi,14747,3,English,USA,PG-13,1999.0,4.1
Baby Geniuses ,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,Color,Sci-Fi,97.0,27141959.0,Comedy,Crime,Family,19547,2,English,USA,PG,1999.0,2.5
Moon ,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,Color,,97.0,5009677.0,Drama,Mystery,Sci-Fi,260607,0,English,UK,R,2009.0,7.9
Hide and Seek ,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,Color,Thriller,101.0,51097664.0,Drama,Horror,Mystery,70205,0,English,USA,R,2005.0,5.9
The Guard ,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,Color,,96.0,,Comedy,Crime,Thriller,64794,0,English,Ireland,R,2011.0,7.3
Ulee's Gold ,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1,Color,,113.0,9054736.0,Drama,,,5744,1,English,USA,R,1997.0,7.1
The Streets of San Francisco             ,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,Color,Mystery,120.0,,Action,Crime,Drama,3405,0,English,USA,,,7.3
Get Him to the Greek ,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,Color,,114.0,60923325.0,Comedy,Music,,147317,2,English,USA,R,2010.0,6.4
Good Will Hunting ,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,Color,,126.0,,Drama,,,604904,2,English,USA,R,1997.0,8.3
Beneath the Planet of the Apes ,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,Color,,95.0,,Action,Adventure,Sci-Fi,32378,0,English,USA,G,1970.0,6.1
Barbershop ,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,Color,,102.0,,Comedy,Drama,,22147,0,English,USA,PG-13,2002.0,6.3
Clerks ,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1, Black and White,,102.0,,Comedy,,,181749,4,English,USA,R,1994.0,7.8
Astro Boy ,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,Color,Family,94.0,,Action,Animation,Comedy,25681,1,English,Hong Kong,PG,2009.0,6.3
2046,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1, Black and White,,129.0,,Drama,Romance,Sci-Fi,41496,0,Cantonese,Hong Kong,R,2004.0,7.5
Live and Let Die ,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,Color,,121.0,35400000.0,Action,Adventure,Thriller,74957,3,English,UK,PG,1973.0,6.8
Entrapment ,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,Color,Thriller,113.0,,Action,Crime,Romance,88132,1,English,USA,PG-13,1999.0,6.2
The Claim ,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,Color,,115.0,,Drama,Romance,Western,5254,4,English,UK,R,2000.0,6.5
Around the World in 80 Days ,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,Color,,120.0,24004159.0,Action,Adventure,Comedy,68722,0,English,USA,PG,2004.0,5.8
Zathura: A Space Adventure ,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,Color,Family,101.0,,Action,Adventure,Comedy,67707,0,English,USA,PG,2005.0,6.1
School for Scoundrels ,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,Color,,108.0,17803796.0,Comedy,,,26100,1,English,USA,PG-13,2006.0,5.9
The Painted Veil ,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,Color,,125.0,,Drama,Romance,,77656,0,Mandarin,China,PG-13,2006.0,7.5
Catch-22 ,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,Color,,122.0,,Comedy,Drama,War,17277,0,English,USA,R,1970.0,7.2
The Grandmaster ,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,Color,,122.0,6594136.0,Action,Biography,Drama,24557,1,Mandarin,Hong Kong,PG-13,2013.0,6.5
Transformers ,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,Color,,144.0,,Action,Adventure,Sci-Fi,513158,0,English,USA,PG-13,2007.0,7.1
Quills ,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,Color,,124.0,,Biography,Drama,,44795,1,English,UK,R,2000.0,7.4
Gangs of New York ,http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1,Color,,216.0,,Crime,Drama,,314033,3,English,USA,R,2002.0,7.5
Saving Grace             ,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,Color,,60.0,,Drama,Fantasy,,3852,1,English,USA,TV-MA,,7.5
High School Musical ,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,Color,Music,98.0,,Comedy,Drama,Family,59254,0,English,USA,TV-G,2006.0,5.2
Battlefield Earth ,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,Color,,119.0,,Action,Adventure,Sci-Fi,65464,0,English,USA,PG-13,2000.0,2.4
Lone Star ,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,Color,,135.0,,Drama,Mystery,,23202,2,English,USA,R,1996.0,7.6
Love the Coopers ,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,Color,,107.0,26284475.0,Comedy,,,9051,13,English,USA,PG-13,2015.0,5.7
The Collection ,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,Color,,82.0,6842058.0,Action,Horror,Thriller,36029,0,English,USA,R,2012.0,6.1
Red Riding Hood ,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,Color,Thriller,100.0,,Fantasy,Horror,Mystery,91151,2,English,USA,PG-13,2011.0,5.4
The Good Heart ,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,Color,,99.0,,Drama,,,3579,2,English,Iceland,R,2009.0,6.9
Reds ,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,Color,Romance,195.0,,Biography,Drama,History,16255,0,English,USA,PG,1981.0,7.5
Machine Gun Preacher ,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,Color,Drama,129.0,,Action,Biography,Crime,52972,1,English,USA,R,2011.0,6.8
Sugar Town ,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,Color,,92.0,,Comedy,Music,,708,2,English,UK,R,1999.0,6.1
Batman Returns ,http://www.imdb.com/title/tt0103776/?ref_=fn_tt_tt_1,Color,,126.0,,Action,,,215255,0,English,USA,PG-13,1992.0,7.0
Hey Arnold! The Movie ,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,Color,Family,76.0,,Adventure,Animation,Comedy,4564,0,English,USA,PG,2002.0,5.9
The Brave Little Toaster ,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,Color,Family,90.0,,Adventure,Animation,Comedy,19650,0,English,USA,Not Rated,1987.0,7.3
Zodiac ,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,Color,Mystery,162.0,,Crime,Drama,History,301279,0,English,USA,R,2007.0,7.7
Unleashed ,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,Color,Thriller,103.0,,Action,Crime,Drama,85198,1,English,France,R,2005.0,7.0
Mr. Popper's Penguins ,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,Color,,94.0,68218041.0,Comedy,Family,Fantasy,67191,1,English,USA,PG,2011.0,6.0
Tiny Furniture ,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,Color,,98.0,,Comedy,Drama,Romance,11816,0,English,USA,Not Rated,2010.0,6.3
The Grudge 2 ,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,Color,,137.0,39143839.0,Horror,Thriller,,38658,0,English,USA,PG-13,2006.0,5.0
Obitaemyy ostrov ,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,Color,,115.0,,Action,Adventure,Sci-Fi,4387,0,Russian,Russia,,2009.0,5.3
Attack the Block ,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,Color,Thriller,88.0,,Action,Comedy,Sci-Fi,82331,6,English,UK,R,2011.0,6.6
The Pirates! Band of Misfits ,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,Color,Family,88.0,,Adventure,Animation,Comedy,36877,0,English,UK,PG,2012.0,6.7
The Croods ,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,Color,Family,98.0,,Adventure,Animation,Comedy,150618,3,English,USA,PG,2013.0,7.3
Invaders from Mars ,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,Color,,100.0,,Horror,Sci-Fi,,5187,0,English,USA,PG,1986.0,5.5
Insidious ,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,Color,Thriller,103.0,53991137.0,Fantasy,Horror,Mystery,202800,1,English,USA,PG-13,2010.0,6.8
Slacker ,http://www.imdb.com/title/tt0102943/?ref_=fn_tt_tt_1, Black and White,,100.0,1227508.0,Comedy,Drama,,15103,0,English,USA,R,1991.0,7.1
Maurice ,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,Color,,140.0,3130592.0,Drama,Romance,,10755,1,English,UK,R,1987.0,7.8
The Legend of Bagger Vance ,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,Color,,126.0,,Drama,Fantasy,Sport,45296,3,English,USA,PG-13,2000.0,6.7
Darling Lili ,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,Color,Romance,143.0,,Comedy,Drama,Musical,1547,2,English,USA,G,1970.0,6.2
Elizabeth: The Golden Age ,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,Color,War,114.0,16264475.0,Biography,Drama,History,54787,1,English,UK,PG-13,2007.0,6.9
Pride and Glory ,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,Color,,130.0,,Crime,Drama,Thriller,53053,0,English,USA,R,2008.0,6.7
The Last Station ,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,Color,,112.0,,Biography,Drama,Romance,15352,2,English,Germany,R,2009.0,7.0
Tycoon ,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,Color,,95.0,,Adventure,Drama,Romance,989,1,English,USA,Approved,1947.0,6.2
Our Idiot Brother ,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,,74875,1,English,USA,R,2011.0,6.4
Fun Size ,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,Color,,86.0,,Adventure,Comedy,,11233,1,English,USA,PG-13,2012.0,5.4
Lucky Number Slevin ,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,Color,Thriller,110.0,,Crime,Drama,Mystery,262153,3,English,Germany,R,2006.0,7.8
White Oleander ,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,Color,,109.0,,Drama,,,25549,0,English,USA,PG-13,2002.0,7.2
Jackass: The Movie ,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,Color,,87.0,,Comedy,Documentary,,67992,0,English,USA,R,2002.0,6.6
Bandidas ,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,Color,Western,93.0,,Action,Comedy,Crime,28848,2,English,France,PG-13,2006.0,5.7
Chasing Liberty ,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,Color,,101.0,12189514.0,Comedy,Romance,,30092,0,English,USA,PG-13,2004.0,6.1
The Past is a Grotesque Animal ,http://www.imdb.com/title/tt3072636/?ref_=fn_tt_tt_1,Color,,77.0,,Biography,Documentary,Music,80,0,English,USA,Unrated,2014.0,7.6
Dwegons and Leprechauns ,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,Color,,98.0,,Animation,,,50,4,English,USA,PG,2014.0,4.8
Lisa Picard Is Famous ,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,,455,1,English,USA,PG-13,2000.0,5.7
Rollerball ,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,Color,,98.0,,Action,Sci-Fi,Sport,22264,3,English,USA,R,2002.0,3.0
Tom Jones ,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,Color,,121.0,,Adventure,Comedy,History,8508,1,English,UK,Unrated,1963.0,6.8
The Best Man Holiday ,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,Color,,123.0,,Comedy,Drama,,11600,5,English,USA,R,2013.0,6.7
Transsiberian ,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,Color,Thriller,111.0,,Crime,Drama,Mystery,42792,0,English,Spain,R,2008.0,6.7
Goddess of Love ,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,Color,Thriller,93.0,,Drama,Horror,Mystery,522,0,English,USA,,2015.0,5.4
Blonde Ambition ,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,Color,,93.0,5561.0,Comedy,Romance,,4995,1,English,USA,PG-13,2007.0,3.9
Antibirth ,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,Color,,94.0,,Horror,,,63,1,English,USA,,2016.0,6.3
Drinking Buddies ,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,Romance,45928,5,English,USA,R,2013.0,6.1
My Boss's Daughter ,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Romance,,24038,2,English,USA,PG-13,2003.0,4.6
All That Jazz ,http://www.imdb.com/title/tt0078754/?ref_=fn_tt_tt_1,Color,Musical,123.0,,Comedy,Drama,Music,19228,0,English,USA,R,1979.0,7.8
Cabin Fever ,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,Color,,99.0,,Horror,,,3313,0,English,USA,Not Rated,2016.0,3.7
Brighton Rock ,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,Color,,111.0,,Crime,Drama,Thriller,5013,2,English,UK,R,2010.0,5.7
The Princess Bride ,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,Color,Romance,98.0,30857814.0,Adventure,Family,Fantasy,294163,0,English,USA,PG,1987.0,8.1
The Sound and the Shadow ,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Mystery,Thriller,30,0,English,USA,R,2014.0,8.3
Nebraska ,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1, Black and White,,115.0,,Adventure,Comedy,Drama,91082,0,English,USA,R,2013.0,7.8
Banshee Chapter ,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,Color,,87.0,,Horror,Thriller,,6265,1,English,Germany,R,2013.0,5.5
Funny Ha Ha ,http://www.imdb.com/title/tt0327753/?ref_=fn_tt_tt_1,Color,,85.0,,Comedy,Drama,,1894,1,English,USA,,2002.0,6.4
Munich ,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,Color,,163.0,,Drama,History,Thriller,176936,0,English,France,R,2005.0,7.6
Hidden Away ,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,Color,,96.0,,Drama,Romance,,955,0,Spanish,Spain,Unrated,2014.0,7.2
Memento ,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1, Black and White,,113.0,,Mystery,Thriller,,845580,0,English,USA,R,2000.0,8.5
